taxon,genus,subtribe,tribe,subfamily,family,superfamily,order,class,taxon1,taxon2,rand.type,polyphyly.scheme,use.paraphyletic,use.singleton,respect.mono,use.stem,respect.para,clump.puts,prob,keep.tip,MDCC,MDCC.rank
Callitriche_brutia,Callitriche,,Callitricheae,,Plantaginaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Plantaginaceae,family
Callitriche_cribrosa,Callitriche,,Callitricheae,,Plantaginaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Plantaginaceae,family
Callitriche_hamulata,Callitriche,,Callitricheae,,Plantaginaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Plantaginaceae,family
Callitriche_lusitanica,Callitriche,,Callitricheae,,Plantaginaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Plantaginaceae,family
Callitriche_obtusangula,Callitriche,,Callitricheae,,Plantaginaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Plantaginaceae,family
Callitriche_palustris,Callitriche,,Callitricheae,,Plantaginaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Plantaginaceae,family
Callitriche_platycarpa,Callitriche,,Callitricheae,,Plantaginaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Plantaginaceae,family
Callitriche_regis-jubae,Callitriche,,Callitricheae,,Plantaginaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Plantaginaceae,family
Callitriche_stagnalis,Callitriche,,Callitricheae,,Plantaginaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Plantaginaceae,family
Callitriche_truncata_ssp._occidentalis,Callitriche,,Callitricheae,,Plantaginaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Plantaginaceae,family
Calluna_vulgaris,Calluna,,Ericeae,Ericoideae,Ericaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Caltha_palustris,Caltha,,Caltheae,Ranunculoideae,Ranunculaceae,,Ranunculales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Calystegia_sepium,Calystegia,,Convolvuleae,,Convolvulaceae,,Solanales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Calystegia_silvatica_ssp._disjuncta,Calystegia,,Convolvuleae,,Convolvulaceae,,Solanales,Magnoliopsida,,,,,,,,,,,,1,Calystegia,genus
Calystegia_soldanella,Calystegia,,Convolvuleae,,Convolvulaceae,,Solanales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Camelina_microcarpa,Camelina,,Camelineae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_arvatica_ssp._adsurgens,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Campanula,genus
Campanula_speciosa_ssp._affinis,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Campanula,genus
Campanula_alata,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_arvatica,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_cabezudoi,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_cantabrica,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Campanula,genus
Campanula_cochleariifolia,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_decumbens,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_dichotoma,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_erinus,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_fastigiata,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Campanula,genus
Campanula_glomerata,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_herminii,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Campanula,genus
Campanula_jaubertiana,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Campanula,genus
Campanula_latifolia,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_lusitanica,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_specularioides,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_mariae-ceballosiae,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Campanula,genus
Campanula_matritensis,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Campanula,genus
Campanula_mollis,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_patula,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_persicifolia,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_precatoria,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Campanula,genus
Campanula_rapunculoides,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_rapunculus,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_hispanica,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Campanula,genus
Campanula_rotundifolia,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_scheuchzeri,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Campanula_semisecta,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Campanula,genus
Campanula_speciosa,Campanula,,,,Campanulaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Campanula,genus
